Health Region,Agriculture...Forestry.NH3,Agriculture...Forestry.PM10.FIL,Agriculture...Forestry.PM10.PRI,Bulk.Terminals...Plants.NH3,Bulk.Terminals...Plants.PM25.PRI,Bulk.Terminals...Plants.PM.PRI,Coal.PM25.PRI,Coal.PM.CON,Coal.PM.PRI,Coal.SO2,Coal.VOC,Commercial.Institutional.Coal.CO,Commercial.Institutional.Coal.NH3,Commercial.Institutional.Coal.NOX,Commercial.Institutional.Coal.PM10.FIL,Commercial.Institutional.Coal.PM10.PRI,Commercial.Institutional.Coal.PM25.FIL,Commercial.Institutional.Coal.PM25.PRI,Commercial.Institutional.Coal.SO2,Commercial.Institutional.Coal.VOC,Commercial.Institutional.Gas.CO,Commercial.Institutional.Gas.NH3,Commercial.Institutional.Gas.NOX
1,17.49826926,7.4582787,348.8179577,11.22998439,22.88662295,8266.668192,644.4462992,19.06781495,9.228262559,17.11014746,1201.050737,660.8392827,0.655661001,3481.675838,109.7095399,107.3093325,522.2882265,47.7703966,7302.69474,282.1034453,303.5290233,99.56592186,120.9915
2,2110.82,316.62,316.62,9787.501742,73.27827629,140.3031126,6.136072627,0.658780803,1.148160829,0.489380025,43.45129957,0.023527886,218.3531822,1.150946896,278.8341216,5.17231,6.288413033,4.96231,1.112200967,77.60932273,14.49179169,4.871446196,0.779431391
3,12.33,53.46,5.498,771.2011762,54.69858839,133.3241433,0,0,0,0,0,28,29.94117681,0,0,155.4661151,0.832545672,245.5262799,3.726517856,1.400407391,3.573601304,2.170543587,1.220407391
4,0.940977777,280.2458476,0.314869834,0.009,0.198516129,0.17,8.052342945,6.555800806,7.72744374,1.161642934,0.3005,11.798,26.8009,51.9803,6.0943,283.2663,27.16242667,49.62939527,39.0254905,30.25696851,8.5145,0.0536,487.4219
5,929.39,139.4,139.4,136.8244094,17.41401574,30.35014171,0.245146648,0.026319425,0.045870999,0.019551573,1.7359541,0.000939979,10.78268115,0.045982307,12.83414421,0.01,0.27879755,0.01,0.030263865,0.056304865,0.686127932,0.194622648,0.031139624
6,11.16213588,3.74,3.74,14.93,444.58,18.64,0.10323,0.36218925,0.42,3.86,3.851200006,0.616192001,15.40480002,0.831859201,1.833171203,0.639299201,1.640611203,1.001312002,0.475,32.81222405,0.2618816,382.53,1221.295916
7,255.0150686,4.09,4.09,54.03,1608.2,67.44,0.10323,4.249,2.232,19.792,16.13320858,2.499713372,64.09283431,3.392899353,7.546647283,2.607505985,6.761253914,4.15374793,0.2,133.8097371,1.102378183,1138.98,3091.132896
8,14.635,14.635,17.91,8428.371485,1.13,13.86,0.41,122.49,0.147544192,0.44,0.147544192,0.36,0.008074335,0.51,4.68,13.41,2.14,61.86,9.67,0.024034441,6.86,0.074252116,186.96
9,284.33,284.33,29.82,1277.99544,38.06523904,5487.034357,0.15,0.006123938,1.85,1.38,1.48,0.59,0.69,0.1,7.22,0.050483141,165.118,1.711,1.748728,3.846966878,1.112295,3.210533878,2.088238878
10,254.0976047,609.67,609.67,9.076720222,3.941124667,1.31,19128.27971,808.607683,2932.077349,341.9257241,2465.39539,2123.469666,1190.246435,17.63,54397.37998,178.457482,0.46,0.020027273,3.98,4.21,0.22,0.45,0.23
11,92.62430008,0.105649997,8.055738768,2.561113469,0.870344996,2341.499969,11.2869926,1.36409998,260.3610006,0.621715259,218.0650625,0.704278901,301.1274663,1.097031022,1.834094253,0.967031022,1.704736904,0.733195715,6.166196147,2.808977358,16.92154915,15.58570426,0.385792682
12,0.948347151,186.3653684,0.217021286,0.009,0.198516129,0.17,7.821169729,2.897321364,4.943391073,2.046069713,0.0595,6.2884,27.3843,92.2417,15.2357,573.5554,55.85408667,68.66927085,41.59158401,35.82518414,8.265,0.0536,1254.8694
13,17.3,0.155525001,0.746470602,269.0652127,0.870344996,13442.9976,3.379387408,1.603199959,67.08479894,0.508558727,45.88635832,0.178822339,68.52735523,0.368957151,0.581923951,0.328957151,0.549079031,0.210890448,1.996139983,1.155356119,3.594639538,0.652225051,0.097956008
14,20.31,21.28040176,106.6,1.646,0,0.1251,0.09,0.638922752,0.150422752,5.4082,0.856310566,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,524.1032
15,140.1299214,0.293799993,53.95576267,144.0818604,0.870344996,2411.488,27.10197685,1.36409998,625.1707663,1.492843413,481.035043,1.691092673,618.8548168,3.620288549,5.682925219,3.30219657,5.364224375,2.061022782,19.67510573,28.39948234,32.31151551,18.07691401,0.926353433
16,80.6925,0.484155,177.5235,3.27,0.129994468,0.039,3.862780169,106.4844413,0.811432268,216.248561,2.94855,5.178762,2.94855,5.178762,2.230212,248.2133285,0.100897444,29164.12603,2534.416615,55.4756836,27.08075093,55.44665028,2146.627716
17,90.44,2.112170817,7.07,20.68201599,40.74875799,24.85567092,40.35929904,98.34192698,279.171635,10.602348,332.543375,0.65,1.79288155,0.35,1.494690513,1.068517885,1.98794025,18.27278563,1609.237696,2.621463261,235.8163451,5.356983711,3.991926459
18,611.3933961,274,274,1002.846653,993.1236241,273.0885033,0,0,0,0,21.43,0,0,4839.9229,36.7565,5703.8164,7.428309259,93.91440274,86.29788517,2.106793484,0.304131217,71.6803,54.68651
19,14.635,14.635,152.514,656.675,1.802004,55.622,1.523651,364.383,1.847782016,3.339518454,1.847782016,3.154418454,0.612338439,1.82426,16.728665,21.32142,3.3952065,98.322666,15.3246575,3.04E-05,10.88346084,0.000198435,295.955276
20,783.83,516.65,1658.81,0,701.1121777,6.989752035,59.1431491,398.4396604,4.5679008,1855.373758,1.27502208,127.128852,1.152322164,126.9858674,0.494077872,152.8476684,142.2687109,15.41,3.606595695,4.918085277,1.311489344,428.1440532,11541.5177
21,14.635,14.635,17.93,410.997,0.81,9.86,0.413725,156.638,0.147544192,0.31,0.147544192,0.26,0.008074335,0.5115,3.33,9.55,1.52,44.02,6.88,0.024034441,4.88,0.074252116,133.02
22,77.49,77.49,19.06,30569.63748,0.91,11.11,0.33,98.2182,0.000470149,0.350504,0.000440765,0.290474616,3.39E-05,0.410424,3.755908,10.75,1.71,49.61,7.74,0.024034441,5.5,0.074252116,149.9
23,14.02,18.07,1.09,10351.41339,214.9484837,311.8305189,11.57240021,13.51357702,7.0924,9.033576809,1.941176809,28,29.94117681,368,12,52.61278885,0.301074602,67.44379625,0.319507741,0.06,0.264208324,0.198156243,0.125
24,427.35,64.1,64.1,7147.743644,162.7119857,225.2687775,13.82685699,1.484478511,2.587233977,1.102755466,97.91196125,0.05301709,444.6020612,2.593512024,529.2881681,1.04,2.752298474,0.56,1.706954342,3.175729009,29.11084925,10.97718264,1.756349222
25,9.5,9.5,35.5,169.09,1.9801545,26.741,0.7718035,227.0415,0.109745121,1.7847371,0.109745121,1.6447371,0.00306198,1.259753,8.9163325,23.61025,3.751044,108.7475,16.912298,0.002850596,12.02536739,0.01860329,326.6551365
26,37.5678,0.0196,73.48041121,662.0337439,0.870344996,7061.38174,5.987430806,1.36409998,138.1141577,0.329802386,118.641223,0.373600067,210.5052397,1.582911476,2.304239024,1.512911476,2.235618604,0.720743848,9.825679996,5.440013535,54.68293039,1.279075764,0.204652122
27,92.09,14.45019592,455.55,90.8022,0.667049541,4.316607264,2.538218901,3.770896761,1.218577869,35.2147,0.823699347,1.02882351,1.05,0.098823525,0.12,0.021176472,5.00E-06,0.09,0.01,0.009294118,0.01,0.000705882,1454.084
28,21.41,2.112170817,7.07,4.703263296,9.940272634,6.325727694,12.48444141,22.59557489,72.08405839,2.61920222,157.0100695,1.916069461,2.885620361,1.836069461,2.811955299,0.967897013,1.631100417,5.211753823,207.0800139,0.456735607,45.72115653,0.951525418,0.705079484
29,0,0,34.07,39.02,1.89,23.13,0.69,214.85,0.7400196,1.52572,0.7400196,1.40572,0.0557004,0.91282,8.39585,23.125825,3.58,106.5377,16.41407,0.150727602,11.71985851,0.119130907,315.7432555
30,29.443,313.6838,1.701815,0.93597272,0.797049984,0.011160264,19.62633428,15.35692715,217.1796821,1.879113704,0.2008,0.311003394,0.2008,0.311003394,0.110203394,332.336881,640.2859052,5.513451383,76.03172391,65.47156233,66.07144652,123.8543365,74.44106831
31,99.95,90.7,3.884,15.29816508,2.887510617,628.0088811,3.041978685,94.15946712,4.178858708,9.544886588,3.228240369,8.594268248,5.366027884,162.025365,1.857840941,462.78,2228.250821,16.40618945,222.6465888,191.6306784,186.3569204,422.2083735,319.877
32,7.4,21.28040176,26.75,0.436,0,0.0332,0.07,0.20034923,0.12034923,4.15,0.030091337,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,51.57
33,14.635,14.635,8.66,5608.957,0.38,4.64,0.1933785,50.8315,1.521773415,1.7763155,1.521773415,1.7563155,0.114542085,0.259322,2.388785,6.79855,0.80044,31.1607,4.141571,0.063244464,3.192521463,0.421099999,70.759775
34,18.04,0.155525001,207.6524227,161.2363344,0.870344996,2376.493985,2.979752509,1.36409998,68.7349919,0.164132083,257.5557031,0.185928785,131.4154517,0.348165834,0.56305265,0.316752509,0.52748914,0.209946132,1.778518025,0.549152903,3.076169751,2.164055044,0.101848805
35,40.31,0.155525001,7.068615749,266.7532031,0.870344996,875.56536,5.80072823,1.36409998,133.8074242,0.31951835,103.4905152,0.361950313,189.8048029,0.383814759,0.813482373,0.312629863,0.745816807,0.423779478,1.99187301,14.65986397,6.91542465,1.246691088,0.198270574
36,18.2,2.112170817,7.07,1.961711264,3.868930549,2.361319114,24.47596949,45.87484828,25.61425705,0.97578122,30.49316315,0.06,0.158564448,0.03,0.131120602,0.098340451,0.182958979,1.677123973,452.5266622,0.959459639,93.50685941,1.993017736,1.477777718
37,11.89,1.9,1.09,227.6635747,27.94588538,49.58055359,6.031458333,6.515090909,0.019201229,0.502833805,0.483632575,28,29.94117681,655.65,249.33,71.66,0.68,85.87,5.997432079,0.127053555,5.920527316,0.043473761,0.125
38,348.62,1.83,3.462713813,241.796224,9.863961812,25.49208894,546.5309882,449.525343,1273.207466,631.1755,88.089,76.599,49.7895,1067.625913,37.40437763,1559.079301,4.801235,9.117711364,8.018698776,3.957924933,7,0.629999995,7.885320805
39,133.206844,27.01,27.01,75.83,2256.93,94.64,0.10323,0.36218925,4.879,44.364,37.61772684,6.006676294,150.5169073,8.109012997,17.86986197,6.231926655,15.99277563,9.760848978,0.475,319.8785126,2.580837425,1393.67,4876.009947
40,14.635,14.635,28.54,164.6,1.64,20.06,0.65439,190.6795,0.826063665,1.5282405,0.826063665,1.4182405,0.062176835,0.820697,7.5197225,25.439125,3.1,143.48,30.121866,0.576179638,20.68945402,0.014274386,533.081294
41,43.84,406.761799,2.52592025,1.267772643,15.11911453,14.86182763,1.736185543,0.085509096,0.448,4.284,121.23,0.06,287.8413896,0.85856465,75.37732108,1.680940978,1.234493969,0.801102987,119.979,869,12.69708098,14.02229485,8.615397078
42,213.61,205.061,1.09,12940.1166,531.988164,574.2024873,11.2756,12.29136485,3.374881,4.390645849,1.015764849,52.25,53.26576485,2271.08,142.63,422.9793847,2.202063119,498.7344565,8.238996751,5.5697585,7.834536178,1.971671994,2.2497585
43,14.58,458.819215,59.919115,2.478063524,0.690643315,0.207739491,110.3869928,93.54241364,824.6240435,6.944341279,0.11615,0.179895639,0.11615,0.179895639,0.063745639,481.55,1024.312971,7.883141651,108.7104999,93.61154212,94.46823513,192.7520947,74.26046999
44,11.09,94.2338,1.09,882.949,4.877722564,55.569,0,0.311,0,0.079,0,28,29.94117681,925.712,2.002,630.4441,2.58,728.3345,49.46138437,0.146824998,49.46063437,0.015309375,0.125
45,32.25,21.28040176,169.56,38.4885,0.454416726,3.529906312,1.206873415,2.534769381,1.317895974,38.8,1.240773962,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.04,0.09,0.01,0.009294118,0.01,0.000705882,578.15
46,77.15,45.368,3.884,13.42421617,3.09180497,664.1560552,2.66935147,66.73378676,3.603624485,7.941320624,2.76945215,7.10714829,4.337696139,142.1429658,1.134474375,445.952,1748.773044,12.41546785,163.4517504,140.8303278,137.820304,332.5687852,286.01
47,1.192736432,199.43,0.285094488,0.009,0.198516129,0.17,3.951546905,1.435799993,3.123146896,1.687346904,0.1625,2.8238,25.7179,82.4422,10.691,308.3345,37.7706,55.49990633,42.85696052,42.37930635,2.498,0.0536,710.029
48,23.20160023,0.0416,0.510180414,161.2363344,0.870344996,2376.493985,2.745430135,1.36409998,63.32979585,0.151225031,29.3670309,0.17130768,34.96075107,0.06,0.181795906,0.03,0.15033123,0.112748422,1.180000007,0.209764506,1.922841309,0.866497492,0.093839599
49,1.17,21.28040176,6.17,0,0,0,0.19,0.490845505,0.300845505,10.05,0.070221132,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,22.74
50,86.17540047,0.205400005,2.519015789,287.5511669,0.870344996,12915.23789,14.16559071,1.36409998,326.7626288,0.780275509,238.0702066,0.883895916,338.8248916,1.572599014,2.815579378,1.409773493,2.65040562,1.236716194,8.876136954,24.31112722,18.98239874,6.166390019,0.484184001
51,2.24,21.28040176,9.3,7.57,0.01,0.04,0.02,0.070128664,0.040128664,1.524275595,0.010033651,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,26.95
52,14.52,0.155525001,4.682316051,80.43161145,0.870344996,3072.072376,2.7293355,1.36409998,62.9585353,0.150338499,33.91737146,0.170303417,55.00579916,0.228510402,0.501784048,0.197416653,0.469410076,0.264630943,1.155499998,0.462634805,2.433068964,0.605559246,0.093289479
53,113.87,113.87,14.43,62.01,0.94,11.51,0.34,103.85034,0.008525423,0.403309102,0.008525423,0.343309102,0.002787679,0.427074,3.954887,11.13,1.77,51.37,8.02,0.024034441,5.69,0.074252116,155.23
54,82.45429228,118.92,118.92,13.34522676,2.122249334,1.31,20283.80854,2008.364185,3221.254172,662.2295001,1875.119487,1212.889987,1044.176529,6.197,50963.24617,440.5552195,84.229,2.73E-05,13.60174,14.92748513,11.36628,12.68424331,1.315745132
55,243.83,245.307,1.09,157.9630213,20.38429126,35.27808533,0,0,0,0,0,28,29.94117681,0,0,58.38142993,0.237891675,79.54932135,0.812456471,0.19,0.768762082,0.576571561,0.14
56,140.9986584,0.872421997,10.31090239,161.2363344,0.870344996,2376.493985,20.34380287,1.36409998,469.2776065,1.1205866,222.4014701,1.269400242,280.0262742,0.698963502,1.598702939,0.458963502,1.365547793,0.898093422,1.295749971,1.816317646,15.02809506,5.171481792,0.695357085
57,61.86,465.615494,16.8111635,16.38,400.34,1.1949,713.7180271,6.944832235,2731.186313,95.10257507,81.77478166,72.44443755,141.5293693,158.45,699.2451,56.7524,211.186394,47.6598899,34.0153523,66.8816735,13.26060334,2.111,33.19155
58,11.31885605,202.891495,1.63447,0.864947,0.690643315,0.012288116,11.1520325,7.572076659,345.557158,3.436767896,0.11615,0.179895639,0.11615,0.179895639,0.063745639,158.85035,239.1908215,2.023506383,27.90458985,24.02887848,24.24910957,46.86026955,19.29645311
59,89.01,1.83,4.270088196,48.47002307,2.057113089,5.178691501,202.2736431,166.3467968,490.2773803,631.1755,88.089,76.599,49.7895,249.5633955,5.964319825,333.3849947,8.2185,9.419201972,5.869316237,1.192591608,7,0.629999995,9.218309968
60,3.04,21.28040176,17.57,112.3742,0.1,31.7523,0.98,3.062519426,1.544319426,85.144,0.697429696,0.672921561,0.697,0.180941183,0.205019621,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,74.1666
61,14.635,14.635,14.4,69.4,0.69,27.74,0.31566,104.7564,0.78445407,1.368099,0.78445407,1.318099,0.05904493,0.444268,4.24073,8.953475,1.31854,40.9199,6.162862,0.011326337,4.447100453,0.074252116,115.8421865
62,46.91,46.91,51.54,83.12,7.364,164.812,0.74,225.97,0.147544192,0.945708813,0.147544192,0.805708813,0.008164621,1.07581,8.82355,29.4293,4.632624,132.80454,18.5373405,0.014050702,13.24761854,0.074617839,484.0981735
63,1224.767704,1224.767704,183.710741,262.5319982,0.729100324,22.73685553,0.690012349,1.047473826,0.080501441,0.372543048,0.05980107,6.001631798,6.844775158,0.008108641,2.843008687,0.010787811,2.818265262,0.255669414,0.066408558,0.079855706,0.007341104,0.019382,0.569824834
64,1225.095916,1225.095916,183.7606636,643.3547825,23.49445963,24.61062569,3.77827605,4.105726641,0.440798873,0.768249464,0.327450591,5.65,19.38255614,0.015742817,13.56221934,0.059070431,14.0180407,0.034693377,0.023931549,0.195104383,0.043350461,0.022777473,0.433303446
65,1069.227517,1069.227517,160.3807427,93.9103996,23.21043528,30.53624563,10.67805581,11.60348731,1.245773178,2.171204682,0.925431503,5.65,54.7784263,0.044491899,39.2715101,0.166943164,51.1502945,0.113999382,0.067909201,1.28417361,0.112534789,0.019382,2.313069403
66,2184.420319,2184.420319,327.6587393,1006.097558,25.42100868,28.31573764,2.609349646,2.835493282,0.304424125,0.530567761,0.226143636,5.65,13.38596368,0.01087229,7.416637245,0.040795168,8.829495338,0.031761596,0.013657311,0.048265642,0.026940567,0.019382,0.235280869
67,443.4061334,443.4061334,66.50723029,28.91627232,0.424826531,1.069396857,3.83122028,4.163259371,0.446975699,0.77901479,0.332039091,5.65,19.65416003,0.015963418,15.06314191,0.059898173,17.02323162,0.104166288,0.093172813,0.317113383,0.048502675,0.019382,0.467845651
68,307.758346,307.758346,46.15993575,3063.903709,223.2914933,241.7908731,9.392544475,10.206565,1.095796855,1.909817377,0.814020521,5.65,48.18375316,0.039135602,34.7728407,0.157739809,41.5947104,0.246635543,0.164293459,0.779153169,0.110691347,0.076271064,1.133823742
69,422.4458891,422.4458891,63.36281608,2620.859756,161.5663962,605.157026,13.81023344,15.02883379,1.611193901,2.829794254,1.196886898,5.241620018,71.02939163,0.057542639,50.02770063,0.250065957,59.65846296,0.988519314,0.908979225,2.037975969,0.208479343,0.015999002,2.061198425
70,250.3531492,250.3531492,37.54784798,2277.979389,8.292950076,474.9642473,4.555221249,5.106327972,0.535410963,0.970579768,0.394029544,5.65,38.85795229,0.068809499,14.400314,0.071080938,16.72172789,0.058162113,0.047937715,0.167242372,0.049291892,0.025531566,0.365369619
71,131.1725356,131.1725356,19.67226955,1200.84518,45.44676392,252.4612504,3.762211112,4.088269408,0.43892463,0.764982926,0.326058296,5.65,19.30014301,0.01567588,10.57481806,0.058819268,12.49776691,0.020307438,0.012242381,0.07867408,0.038712681,0.019382,0.249491436
72,43.64521916,43.64521916,6.541581782,417.0682498,15.70021179,64.3293415,1.301972129,1.414809713,0.151896748,0.264734333,0.112837584,5.65,6.679117019,0.005424884,4.100634364,0.02035533,4.882661751,0.00734215,0.00446571,0.03217547,0.01339713,0.019382,0.287175155
