"","order","STUSPS","orderReg","GEOID","Agriculture...Forestry.NH3","Agriculture...Forestry.PM10.FIL","Agriculture...Forestry.PM10.PRI","Bulk.Terminals...Plants.NH3","Bulk.Terminals...Plants.PM25.PRI","Bulk.Terminals...Plants.PM.PRI","Coal.PM25.PRI","Coal.PM.CON","Coal.PM.PRI","Coal.SO2","Coal.VOC","Commercial.Institutional.Coal.CO","Commercial.Institutional.Coal.NH3","Commercial.Institutional.Coal.NOX","Commercial.Institutional.Coal.PM10.FIL","Commercial.Institutional.Coal.PM10.PRI","Commercial.Institutional.Coal.PM25.FIL","Commercial.Institutional.Coal.PM25.PRI","Commercial.Institutional.Coal.SO2","Commercial.Institutional.Coal.VOC","Commercial.Institutional.Gas.CO","Commercial.Institutional.Gas.NH3","Commercial.Institutional.Gas.NOX"
"104",104,"GA",78,13073,67.13138981,15.93,15.93,10.7,318.71,13.36,0.10323,0.36218925,0.1,0.98,1.285906919,0.205745107,5.143627677,0.277755895,0.612091694,0.213460549,0.547796348,0.334335799,0.475,10.95592695,0.087441671,161.16,402.8611136
"105",105,"CO",267,8115,0.136993794,0.155525001,4.682316051,161.23633435,0.870344996,2376.4939845,0.071598624,1.3640999795,1.651590471,0.003943828,0.765868699,0.004467567,0.911748452,0.001800703,0.004741092,0.00098013,0.003920518,0.002940389,1.180000007,0.005470491,0.050146165,0.015295386,0.002447262
"106",106,"MT",333,30065,99.51,0.83,7.19506165,0.002754027,1.095781187,0.006392057,0.040238243,0.006438119,0.160952973,0.008691461,0.019153404,0.006679548,0.017141492,0.010461943,1,0.342829832,0.002736201,0.38,0.191442661,66.34549265,2.622863768,2.257130886,1.99365813
"107",107,"PA",198,42043,115.82,115.82,31.775,0.027241235,123.9258293,31.2418057,0,187.8035525,0,53.65815785,0,114.423271,204.7035368,0.41282765,143.7533584,0.827746661,170.8422124,0.283131172,0.283131172,0.900231724,0.017837203,7.893860162,6.21767325
"108",108,"SD",280,46101,9.08,0.03,0.099259439,0.031138073,0.051548875,0.030229079,7.227304951,13.13200632,0,0,0,0,0,0,0,0,1.66,0,9.08,58.82206082,0.226318759,22.5560847,0.457600569
"109",109,"WV",191,54079,12.00596595,46.10491,0.3718375,1.232342857,40.3,0.1532,152.4302382,1.610778675,618.8079598,22.04839814,18.95863539,16.79917367,30.78223117,0.25,699.2451,56.7524,211.186394,47.659889895,34.015352295,66.8816735,13.26060334,2.111,33.19155
"110",110,"NJ",375,34037,0.88,0,0,0,0,0,0.64,0.001518913,64.154,0.37,76.678,0.08556,0.482,0.08556,0.412,0.00644,0.0159531825,0.148,4.1965,3.77,0.59,17.57,1.68
"111",111,"KS",298,20039,2598.52,2598.52,389.77,0.005789621,1.4193332,0.008279444,0.010138094,0.092932531,0.082805711,0.013248914,0.336030954,0.019790224,0.041347183,0.014393991,0.035950951,0.02155696,0.100353,0.127214611,0.005739314,0.62955,0.97506069,0.126465,0.47197569
"112",112,"IN",237,18123,10.708404,1.738984942,2.91,134.16,0.01504585,385.407,0.025194,5.56,0.0449262785,0.021603,0.0449262785,0.011603,0.014888168,0.001603,0.02636,0.2983,0.2,0.03,0.04,0.09,0.03,0.08,0.05
"113",113,"MS",126,28145,257.3206415,802.34,802.34,24.30680775,0.03,6.32,0.34,0.052105853,0.006736937,0.393164386,0.095940637,0.110332393,0.035629792,0.049521548,0.009631756,14.42,0.02,2.438278532,5.86,5.86,5.86,68.89,155.0194321
"114",114,"NE",283,31015,579.75,86.96,86.96,0.249096659,0.031703211,0.055254168,0.024551534,0.002635901,0.004593999,0.001958098,0.173856494,9.41e-05,0.789453656,0.004605146,0.939825781,0.001856156,0.004887094,0.001010313,0.003030938,0.005638955,0.051690418,0.019491536,0.003118646
"115",115,"MN",252,27095,0.474509805,0.06,1.18424201,17.287695,0.0030685,0.085916592,0.735674977,2.245272992,0.215443045,6.904439998,1.997965024,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,69.199305,103.8526728,1.072257759,368.9777924,14.60909494
"116",116,"ND",353,38099,64.45,0,0.491386165,10.5931101,14.51702154,0,0,0,12.77,86.21521483,0.28617575,27.95885555,0.577114901,0.423106125,0.391088667,8.648879802,2.61,1.31,1.16,0.71,0.82,0.11,0.0244296
"117",117,"OH",216,39115,216.6327875,289.88,289.88,0.11,0.27,14.73385365,30.69,0,0,0.101209445,0.0006191,0.226106207,0.24885949,0.269890956,0.031144515,0.052175981,0.021031466,24.565,0.00114399,8.1931787,0.312121094,9.75378415,0.309940903
"118",118,"OH",215,39133,310.2880721,1004.98,1004.98,0.11,0.27,14.73385365,30.69,0,0,1.982508324,0.012127046,4.429007958,4.874703247,5.286671289,0.61006421,1.022032252,0.411968042,24.565,0.022408671,98.1048125,3.32656445,122.2876325,0.309940903
"119",119,"WY",374,56041,3.57,9.32,8.63,1.633432183,0.352821351,0.777513719,613.6769384,20.66296221,17.74611005,16.99589349,28.09370393,0.200000003,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,2885.080073,0.35733428,203.1699964,3.5228
"120",120,"NV",379,32013,235.29,35.29,35.29,0.024817775,0.001979332,0.166339996,0.541165226,0.039558065,18.10128206,0.555369388,4.637192721,1.473349945,0.024119991,5.582199778,0.188161988,0.230970909,0.170899491,0.213708412,0.1556,1.629821527,0.150290996,0.365904,0.4356
"121",121,"TX",137,48247,409.6,41.36,41.36,0.08,2.5,0.002889,350.27,0.45,0.9,0.005257,1.07,0.008063158,0.01,0.004611184,0.01,0.01,0.006437,0.05,0.010023764,0.07,0.01,0.064824774,0.01
"122",122,"CO",268,8017,0.136993794,0.155525001,4.682316051,161.23633435,0.870344996,2376.4939845,0.060568815,1.3640999795,1.397162001,0.003336279,96.9378857,0.003779336,123.1412925,0.482612927,0.496362999,0.481918763,0.495668835,0.013750072,0.678679997,0.045348758,1.492421111,0.012939123,0.00207026
"123",123,"OR",324,41005,2.159590851,81.86,1.697577345,0.83,6.000859303,2599.462027,68.034650365,14.21217381,49.39557581,35.1834021195,110.2960003,31.0258,87.1,185.9017998,6.4,1672.4633,8.550023644,10.63148763,10.14944035,2.081463988,0.05,7.16260004,5.685900022
"124",124,"AR",157,5113,11.39,11.39,1.65,12.9,7.53,0.04,0.23,0.03,0.92,0.015356296,0.1,0.0096460805,0.09,0.007143704,0.0225,3.93,0.01,41.44,0.461839435,166.2006691,6.334026064,5.445112999,4.730362876
"125",125,"GA",82,13193,1195.924794,1042.23,1042.23,2.06,61.53,2.58,0.10323,0.36218925,0.01,0.09,468.1177225,0.018835602,437.57089,3.082028062,3.707822394,0.054692837,0.680487168,0.625794331,210.8,130.2029958,10.20800513,11.98,56.75913405
"126",126,"IN",231,18007,10.708404,1.738984942,1.26,49.84,0.01504585,385.407,0.01,2.2,0.0449262785,0.01,0.0449262785,0.00946,0.014888168,0.456768,0.01,0.12,0.1,0.01,0.02,0.04,0.01,0.04,0.02
"127",127,"TN",93,47129,10.88,0.29,1.09,8.132042894,1.049397065,1.81613963,0,0,0,0,0,28,29.94117681,0,0,1.28771274,0.007511658,1.532991357,0.007971555,0.001647966,0.006591863,0.004943897,0.125
"128",128,"SD",281,46043,9.08,0.03,0.2609475665,0.01934349,0.032023021,0.018778808,0.625903374,1.451013661,0,0,0,0,0,0,0,0,1.66,0,9.08,11.81611272,0.037260301,3.475810445,0.075158075
"129",129,"MD",184,24047,1083.63,1083.63,162.54,22.6485803,60.03274303,64.72449638,0.2,4.29,3.07,3.6,1.51,2.03,0.52,97.224,99.403118,34.82,0.34,9.76,10.92,0.02,0.06,0.01,0.04
"130",130,"IL",243,17185,295.1561087,1888.4,1888.4,0.008076839,0.003568341,4.39e-05,0,0,0,0,21.43,0,0,2.87,0.02,3.42,0.145917,0.01,0.01,0.010983,2.5142562385,0.4981,0.02
"131",131,"IN",230,18069,10.708404,1.738984942,12.29,499.62,0.01504585,385.407,0.096015,16.502,0.0449262785,0.6286,0.0449262785,0.6186,0.014888168,0.5586,0.1241,1.17425,0.65,0.1,0.14,0.31,0.1,0.27,0.16
"132",132,"KY",205,21209,2.38,27.79,1.2347784,0.516805386,5.6831455,6.199795091,10.54299854,0.057738605,12.55118874,0.033567026,0.075861821,0.023567026,0.065256772,0.039022603,2.08,0.0583528,0.075307132,0.690315381,0.135719054,3.426806647,0.196618775,0.417355554,0.145369615
"133",133,"IA",260,19053,753.7192491,1078.56,1078.56,6.06,1786.752235,89.66573215,0.664791929,0.003988752,1.462542245,1.595500631,1.733777352,0.18614174,0.324418462,0.138276721,27.4,23.4432226,0.006647919,4.190038571,4.988141156,0.009851579,0.025938334,0.005362252,0.021449007
"134",134,"IN",230,18169,10.708404,1.738984942,10.05,471.34,0.01504585,385.407,0.06,12.4,0.0449262785,0.06,0.0449262785,0.05,0.014888168,0.456768,0.07,0.68,0.57,0.09,0.12,0.27,0.09,0.24,0.14
"135",135,"IN",230,18003,10.708404,1.738984942,94.85,2807.02,0.01504585,385.407,1.473878,306.61304,0.008367915,3.206488967,0.008367915,2.946488967,0.002773052,1.802728,1.810809,16.799922,12.88,2.06,2.78,6.13,2.13,5.49,3.35
"136",136,"IN",229,18099,10.708404,0.718823493,18.55,606.1,0.01504585,385.407,0.11643,26.3255,0.0449262785,1.247938,0.0449262785,1.227938,0.014888168,1.167938,0.161153,1.391153,0.73,0.11,0.15,0.34,0.12,0.31,0.19
"137",137,"NE",295,31171,30.69,4.6,4.6,0.249096659,0.031703211,0.055254168,0.007948422,0.000853358,0.001487281,0.000633923,0.056285067,3.05e-05,0.255581205,0.00149089,0.304263339,0.00060092,0.001582169,0.000327083,0.000981249,0.00182558,0.016734484,0.006310276,0.001009644
"138",138,"ND",356,38085,64.45,0,0.097466743,2.525761362,3.87313008,0,0,0,12.77,30.11915833,0.101975335,9.755747691,0.205644205,0.150654746,0.139641952,3.176877355,1.31,1.31,0.25,0.15,0.17,0.02,0.0244296
"139",139,"TX",138,48127,239.72,25.75,25.75,0.03,0.93,0.001083,350.27,0.45,1.56,0.009123,1.86,0.01,0.03,0.008005921,0.02,0.02,0.01,0.1,0.010258382,0.17,0.01,0.069646559,0.01
"140",140,"MN",254,27045,0.021477359,0.06,42.71773476,8.912545004,0.319569054,1.313355215,0.361601513,1.022685,0.008398487,3.53618,1.00008,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,14.34354,61.83371588,0.575834778,201.657222,7.864035182
"141",141,"SC",75,45023,0.499919624,1.477440063,12.683,21.592,7.51,0.02,0.03,0.49,1.49,0.1116,6.05,0.23,1.26,0.08,1.11,1.03,0.00462,0.237,0.1,141.53,158.684166,1.485744818,561.4700658
"142",142,"MN",256,27073,5.795516485,0.06,0.200855508,6.4408,0.052620499,0.22626837,0.000830706,0.27828,1.93e-05,1.332989,0.247076,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,263.046295,27.5247554,0.255579722,89.46115761,3.492745865
"143",143,"UT",304,49005,8.42,21.280401755,42.3197,57.9,0.08,0.33,0.6,1.560965178,0.952665178,31.7177,0.250297046,0.672921561,0.697,0.180941183,0.2050196205,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,148.02
"144",144,"WI",248,55093,242.38,242.38,2.85,5.089571975,278.9748572,15.18783,3.688072944,1.175650569,25.84470508,11.93909929,57.93606,0.123795,14.635708,0.07,17.4187,0.259202788,0.348712675,0.259202788,0.019509887,0.03123889,0.1688625,0.0966122,0.9522785
"145",145,"GA",79,13049,54.59524618,11.28,11.28,0.53,15.79,0.66,0.10323,0.36218925,0.008635313,0.07,0.207864785,0.033258366,0.831459141,0.044898794,0.098943638,0.034505554,0.088550398,0.054044844,0.475,1.77100797,0.014134805,16.54,52.90796267
"146",146,"GA",91,13233,420.7347887,84.63,84.63,6.12,182.16,7.63,0.10323,0.36218925,0.03,0.31,0.343499881,0.054959981,1.373999525,0.074195974,0.163505943,0.05702098,0.146330949,0.089309969,0.475,2.926618987,0.023357992,64.85,129.8851764
"147",147,"IL",241,17113,3013.045939,4113.6,4113.6,0.097447619,0.043052276,0.000529679,0,0,0,0,21.43,0,0,146.6323,0.9527,179.0127,0.145917,3.6178,3.2615,0.010983,2.5142562385,2.9291,1.0329
"148",148,"ME",210,23001,3.4,194.052485,1.055621,0.864947,0.740203611,0.066578611,24.99073019,20.18662928,246.5777919,3.034870239,0.11615,0.1798956385,0.11615,0.1798956385,0.0637456385,113.5172,365.5433028,2.395783184,33.03847451,28.44971413,28.70996324,66.69906416,42.75133503
"149",149,"ID",310,16055,25.25,119.41,1.45,4.62,0.04,62.55,1.045,0.45,4.1,5.76,0.92,27.65,1.2496,2.743542857,0.959,2.452942856,1.493942857,0.01,1.63,0.47,91.18644528,98.94699219,21.34756637
"150",150,"NV",381,32003,3.22,0.48,0.48,0.0182070905,0.0014520995,0.122032187,11.02441661,1.013628,18.10128206,21.047,193.57,3.12,0.83,9.35,3.87,8.54,2.97,7.64,0.1556,44.53,0.35,18.44650425,7.442572875
"151",151,"KS",298,20147,1868.56,1868.56,280.28,0.157418357,2.179050623,0.012711129,0.015564647,0.142675934,0.127128596,0.020340575,0.515896099,0.03038321,0.063478826,0.022098571,0.055194187,0.033095616,0.100353,0.127214611,0.00881136,0.62955,0.97506069,0.126465,0.47197569
"152",152,"NE",283,31089,2321.76,348.26,348.26,6.254100801,0.795976466,1.387273269,0.174882295,0.018775707,0.032723374,0.013947668,1.238391959,0.000670561,5.62333356,0.032802779,6.694444714,0.01,0.034811113,0.007196528,0.021589584,0.040166668,0.368194459,0.138839571,0.022214331
"153",153,"MO",341,29101,1354.45,203.16,203.16,0.07,3.27,2.14,39.956,2.281982296,0.755595006,1.308088173,0.485302136,0.032105908,0.2005,2.1664,0.51485767,0.080777227,2.143434374,0.124515982,0.085390849,0.226848152,0.131457303,0.383194412,0.031097834
"154",154,"WI",248,55063,121.04,121.04,13.51,4.592685535,278.9748572,50.3098125,0,0,25.84470508,17.787125,0,0,81.20218872,0.45,96.74958358,0.26689193,0.766774307,0.26689193,0.019882377,0.03123889,0.273838307,0.572017518,5.311607579
"155",155,"LA",136,22021,224.84,33.72,33.72,0.009218805,0.005717432,0.010637083,1,3,38,1.67,37.83633469,0.363677456,125.48011,4.962700455,4.275235362,3.899721395,7.814093124,31,63.5,55.5,23.5,42.259462935,17.095238095
"156",156,"KY",203,21061,0.136993794,27.79,1.2347784,0.000838289,0.490706066,0.535315708,0.85463789,0.004985388,1.01742606,0.002009416,0.005290616,0.001093733,0.004374932,0.003281199,2.08,0.162425565,0.006104556,0.055958433,0.011718539,0.295884525,0.016976871,0.036036188,0.012551808
"157",157,"IL",242,17005,557.7883047,2631.4,2631.4,0.009930087,0.004387104,5.4e-05,0,0,0,0,21.43,0,0,4.5,0.03,5.36,0.145917,0.02,0.02,0.010983,2.5142562385,0.4981,0.03
"158",158,"IL",240,17009,485.6748486,1513.5,1513.5,0.000888092,0.000392358,4.83e-06,0,0,0,0,21.43,0,0,0.44,0,0,0.145917,0.008210526,0.006789474,0.010983,2.5142562385,0.4981,0.01
"159",159,"MN",255,27085,0.001568627,0.01,1.525685396,43.31445007,0.4575715,1.888356947,0.010907436,1.334768201,0.000475764,6.5372695,1.1628705,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,52.541,105.1834187,0.876129198,315.2758038,11.94411665
"160",160,"WI",248,55033,408.62,408.62,3.66,5.089571975,278.9748572,15.18783,6.832182559,1.461153316,25.84470508,25.34765625,61.03125,4.59375,17.581602,0.08,20.93905,0.328364237,0.443079825,0.328364237,0.024715588,0.03123889,0.1958691,0.1171543,1.14724775
"161",161,"CO",275,8027,0.48,0.155525001,4.682316051,161.23633435,0.870344996,2376.4939845,0.063095034,1.3640999795,1.455435196,0.003475429,0.674908387,0.003936966,0.803462366,0.001586838,0.004178004,0.000863722,0.003454888,0.002591166,1.180000007,0.004820774,0.04419043,0.013478791,0.002156607
"162",162,"MO",345,29123,123.86,18.57,18.57,0.01,0.79,0.51,3.66,0.0313967475,0.01,0.0285304115,0.01,0.009182292,0.02,0.2,0.121000795,0.020160127,0.511008748,0.022990636,0.021110643,0.051410881,0.030300239,0.080706186,0.008777342
"163",163,"TX",145,48353,1296.11,174.76,174.76,2.77,85.89,0.09,350.27,0.45,4.6916,0.02,5.3415,0.040602,0.1014,0.030602,0.0814,0.050798,0.0461,0.3943,0.010704145,0.27,0.01,0.13,0.009789
"164",164,"PA",200,42127,18.86,18.86,5.46,0.00221525,10.0776064,2.54057305,17.10697479,53.41159905,8.882467679,19.77052119,0.59502521,114.423271,92.0504,0.2581,27.49945365,0.160413478,32.73744485,0.283131172,0.283131172,0.140771012,0.017837203,7.893860162,0.19642465
"165",165,"NY",208,36091,3.904454989,1.362350026,46.13417385,0.27531,1616.71,1618.642676,1836.797852,19.98,0.018,102.8475,236.4713611,289.2903217,47.79216772,96.74112834,0.008960616,0.027039384,0.036,1.65,2.639,3.393,0.608614084,0.7509022865,0.3440202015
"166",166,"TX",141,48041,867.84,103.07,103.07,15.17,469.3,0.54,350.27,0.45,53.62,0.31,63.83,0.48,1.19,0.27,0.98,0.71,0.38,3.51,0.2,2.11,0.1,0.89,0.03
"167",167,"OK",152,40095,2.31,45.368,3.884,0.103541051,0.019543251,3.988418623,0.020588722,0.514718053,0.027794775,0.061251448,0.021360799,0.054817473,0.033456673,1.096349453,0.008750207,10.67,46.73668861,0.446166064,6.107472632,5.263843458,5.098973721,9.598883479,1.24
"168",168,"MD",187,24001,37.11,37.11,5.56,1153.356458,709.1183088,965.8453897,4.9,102.97,73.89,86.46,36.35,48.92,12.56,97.224,99.403118,835.9,8.17,49.505,55.412,0.137,0.329032258,0.087,0.279032258
"169",169,"WV",193,54103,0.663031196,46.10491,0.3718375,0.26,3.12,0.01,25.7571384,0.218969884,77.86795036,3.012126706,2.589760042,2.288814326,5.132449494,3.79,699.2451,56.7524,211.186394,47.659889895,34.015352295,66.8816735,13.26060334,2.111,33.19155
"170",170,"WI",248,55053,179.08,179.08,1.66,5.089571975,278.9748572,15.18783,0,0,25.84470508,17.787125,0,0,13.9,0.08,16.55,0.2986985275,0.08,0.2986985275,0.0267521405,0.03123889,0.3351396145,0.09,0.91
"171",171,"OR",324,41007,2.159590851,24.96,1.697577345,0.08,0.95321436,399.825118,68.034650365,14.21217381,49.39557581,35.1834021195,110.2960003,31.0258,87.1,393.9545566,2.4446,902.7019989,16.48443063,15.97334128,15.73337392,1.925767019,0.05,152.9114013,947.6827018
"172",172,"WA",319,53041,10.43,1.83,3.4627138125,3.87891924,0.164624959,0.414436075,35.96761948,29.58503821,67.09510977,631.1755,88.089,76.599,49.7895,21.28638661,0.810909965,25.77093644,0.070416662,0.158955431,0.136148589,0.088490419,7,0.140000001,0.152045619
"173",173,"NY",206,36003,10.92790001,0.459041748,24.73656477,1.54491968,342.88,349.414265,707.0746282,3.82,0.005,102.8475,235.45,245.41,47.09,56.32,1.055877081,2.410727883,4.4527825,1.65,0.027,0.146,0.000968478,0.0015,0.000803631
"174",174,"IA",262,19031,2002.507166,2720.14,2720.14,6.06,1786.752235,89.66573215,0.908002935,0.005448018,1.997606458,2.179207045,2.368071656,0.254240822,0.443105432,0.188864611,27.4,32.01981552,0.009080029,5.722944509,6.813029178,0.01,0.035427752,0.007324006,0.029296025
"175",175,"IN",235,18117,141.38,1.738984942,4.6,153.09,0.01504585,385.407,0.02,5.1,0.0449262785,0.02,0.0449262785,0.02,0.014888168,0.456768,0.03,0.28,0.23,0.03,0.05,0.11,0.03,0.1,0.06
"176",176,"GA",7,13089,255.0150686,4.09,4.09,54.03,1608.2,67.44,0.10323,4.249,2.232,19.792,16.13320858,2.499713372,64.09283431,3.392899353,7.546647283,2.607505985,6.761253914,4.15374793,0.2,133.8097371,1.102378183,1138.98,3091.132896
"177",177,"GA",90,13227,1097.911662,11.11,11.11,2.97,88.63,3.71,0.10323,0.36218925,0.02,0.18,0.205342422,0.032854788,0.82136969,0.044353963,0.097742993,0.034086842,0.087475872,0.05338903,0.475,1.74951744,0.013963285,38.52,103.4245526
"178",178,"MT",332,30015,1445.75,0.29,7.19506165,0.003905403,1.553894372,0.009064384,0.057060643,0.009129703,0.228242574,0.012325099,0.027160866,0.009472067,0.024307834,0.014835767,1,0.486156682,0.003880124,0.51,0.232568483,80.59811567,3.186358805,2.742053429,2.421941652
"179",179,"NE",283,31017,477.26,71.58,71.58,1.494579952,0.190219267,0.331525008,0.062280322,0.006686538,0.01165368,0.004967142,0.441024918,0.000238805,2.002621387,0.011681958,2.38407308,0.004708544,0.01239718,0.002562879,0.007688636,0.014304438,0.131124019,0.049444532,0.007911125
"180",180,"TN",93,47013,19.33,3.34,1.09,26.12960491,3.37188712,5.835558374,0,0,0,0,0,28,29.94117681,0,0,6.398845643,0.0373266,7.617673384,0.039611902,0.008188999,0.032755996,0.024566997,0.125
"181",181,"NC",65,37069,500.62,500.62,75.09,0.300077785,0.039185223,0.067411072,0.947323085,1.029424419,0.110521027,0.192622361,0.082101334,5.65,4.859767425,0.00394718,2.538971237,0.014810666,3.022584805,0.005969605,0.003249279,0.012997115,0.009747836,0.019382,0.27
"182",182,"MD",185,24510,2317.26,2317.26,347.59,331.1704441,877.8064632,946.4098821,0.2,4.29,3.07,3.6,1.51,2.03,0.52,97.224,99.403118,34.82,0.34,487.3215,746.812,22.083,26.05074801,21.713,25.68074801
"183",183,"KS",303,20111,2593.34,2593.34,389,2.378643353,21.3371144,0.100913426,0.15048846,1.379472717,5.074701675,0.161483468,23.00675401,1.55410777,2.004705685,1.400953699,1.851551613,0.450597915,1.339747,0.127214611,1.047691234,0.62955,0.97506069,0.126465,0.47197569
"184",184,"IA",257,19027,6356.360875,2833.7,2833.7,6.06,1786.752235,89.66573215,2.646998158,0.015881989,5.823395949,6.35279558,6.903371197,0.741159484,1.291735101,0.550575617,27.4,93.34374306,0.026469982,16.68345221,19.86125263,0.03,0.103278514,0.02,0.085403386
"185",185,"LA",136,22107,1934.6,290.19,290.19,0.005278396,0.00327362,0.006090456,1,3,38,0.99,16.47789235,0.158235384,54.19603878,2.145371363,1.849707386,1.685988569,3.420850695,31,63.5,55.5,23.5,42.259462935,17.095238095
"186",186,"TN",93,47123,38.94,4.77,1.09,68.77821858,8.87546483,15.36032828,0,0,0,0,0,28,29.94117681,0,0,6.441950229,0.037578043,7.668988368,0.03987874,0.008244162,0.03297665,0.024732487,0.125
"187",187,"KS",299,20075,1664.4,1664.4,249.66,0.0975328395,1.647999763,0.006835878,0.012699463,0.10702924,0.068368087,0.010938894,0.277442136,0.016339691,0.034138078,0.011884321,0.029682708,0.017798387,0.100353,0.127214611,0.004738634,0.62955,0.97506069,0.126465,0.47197569
"188",188,"IA",259,19151,2411.762975,3106.94,3106.94,6.06,1786.752235,89.66573215,0.462122493,0.002772735,1.016669484,1.109093983,1.205215461,0.129394298,0.225515777,0.096121479,27.4,16.29628759,0.004621225,2.912657305,3.517449173,0.006848212,0.478030736,0.003727508,0.474910031
"189",189,"ID",312,16045,51.7575,15.55,0.16,0.34,0.003318182,4.61,1.045,0.03,0.3,0.42,0.07,2.03,0.09,0.2,0.07,0.18,0.11,0.01,0.12,0.03,91.18644528,98.94699219,21.34756637
"190",190,"AR",155,5063,256.24,256.24,38.37,12.9,18.73,0.1,0.57,0.09,2.29,0.015356296,0.27,0.0096460805,0.24,0.007143704,0.0225,9.77,0.03,81.03,0.819294524,296.9328165,11.23539526,9.658683535,8.390722335
"191",191,"AR",156,5085,1295.73,1295.73,194.34,12.9,12.3,0.07,0.37,0.06,1.5,0.015356296,0.17,0.0096460805,0.16,0.007143704,0.0225,6.41,0.02,83.94,1.905502451,722.6259114,26.20634825,22.53069641,19.54041497
"192",192,"IN",228,18111,10.708404,1.738984942,2.18,115.05,0.01504585,385.407,0.01,2.65,0.0449262785,0.01,0.0449262785,0.01,0.014888168,0.456768,0.01,0.14,0.12,0.01,0.02,0.05,0.02,0.05,0.03
